combo_id,formula_id,region,seq,weight_pct,weight_frac,label,type_code,raw_flag,kind,proxy_status,resolves_to,resolution,label_short,commodity_key
FOD-LEC-PWD·NA,FOD-LEC-PWD,NA,4,9,0.09,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
FOD-LEC-PWD·NA,FOD-LEC-PWD,NA,5,17,0.17,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-ME-FAME·EU,OLE-ME-FAME,EU,1,70,0.7,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
OLE-ME-FAME·EU,OLE-ME-FAME,EU,2,14,0.14,Methanol,MEOH-EU,d,indexed,direct,methanol-na,resolved,Methanol,methanol-na
OLE-ME-FAME·EU,OLE-ME-FAME,EU,3,10,0.1,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-ME-FAME·EU,OLE-ME-FAME,EU,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-ME-FAME·APAC,OLE-ME-FAME,APAC,1,70,0.7,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
OLE-ME-FAME·APAC,OLE-ME-FAME,APAC,2,14,0.14,Methanol,MEOH-ASIA,d,indexed,direct,methanol-na,resolved,Methanol,methanol-na
OLE-ME-FAME·APAC,OLE-ME-FAME,APAC,3,10,0.1,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-ME-FAME·APAC,OLE-ME-FAME,APAC,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-ME-FAME·LA,OLE-ME-FAME,LA,1,70,0.7,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
OLE-ME-FAME·LA,OLE-ME-FAME,LA,2,14,0.14,Methanol,MEOH-NA,d,indexed,direct,methanol-na,resolved,Methanol,methanol-na
OLE-ME-FAME·LA,OLE-ME-FAME,LA,3,10,0.1,Fixed costs LCI,LCI-LA,d,indexed,direct,lci-la,resolved,Fixed costs LCI,lci-la
OLE-ME-FAME·LA,OLE-ME-FAME,LA,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-RBD-LIQ·APAC,FOD-RBD-LIQ,APAC,1,78,0.78,CPO crude palm oil,CPO-MY,d,indexed,direct,cpo,resolved,CPO crude palm oil,cpo
FOD-RBD-LIQ·APAC,FOD-RBD-LIQ,APAC,2,8,0.08,Industrial electricity refining,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity refining,elec-cn
FOD-RBD-LIQ·APAC,FOD-RBD-LIQ,APAC,3,8,0.08,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
FOD-RBD-LIQ·APAC,FOD-RBD-LIQ,APAC,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-RBD-LIQ·IN,FOD-RBD-LIQ,IN,1,78,0.78,CPO crude palm oil,CPO-MY,d,indexed,direct,cpo,resolved,CPO crude palm oil,cpo
FOD-RBD-LIQ·IN,FOD-RBD-LIQ,IN,2,8,0.08,Industrial electricity refining,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity refining,elec-in
FOD-RBD-LIQ·IN,FOD-RBD-LIQ,IN,3,8,0.08,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
FOD-RBD-LIQ·IN,FOD-RBD-LIQ,IN,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-RBD-LIQ·MEA,FOD-RBD-LIQ,MEA,1,78,0.78,CPO crude palm oil,CPO-MY,p,indexed,proxy,cpo,resolved,CPO crude palm oil,cpo
FOD-RBD-LIQ·MEA,FOD-RBD-LIQ,MEA,2,8,0.08,Industrial electricity refining,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity refining,elec-eu
FOD-RBD-LIQ·MEA,FOD-RBD-LIQ,MEA,3,8,0.08,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
FOD-RBD-LIQ·MEA,FOD-RBD-LIQ,MEA,4,6,0.06,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,1,46,0.46,Fatty acid CPO/PKO cascade,PKO-MY,p,indexed,proxy,pko,resolved,Fatty acid CPO/PKO cascade,pko
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,2,15,0.15,DMAPA ammonia proxy,NH3-EU,p,indexed,proxy,ttf-eu,resolved,DMAPA ammonia proxy,ttf-eu
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,3,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,4,4,0.04,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,5,13,0.13,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
SUR-CAPB-LIQ·EU,SUR-CAPB-LIQ,EU,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,1,46,0.46,Fatty acid CPO/PKO cascade,PKO-MY,p,indexed,proxy,pko,resolved,Fatty acid CPO/PKO cascade,pko
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,2,15,0.15,DMAPA ammonia proxy,NH3-CN,p,indexed,proxy,ammonia-na,resolved,DMAPA ammonia proxy,ammonia-na
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,3,8,0.08,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,4,4,0.04,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,5,13,0.13,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
SUR-CAPB-LIQ·CN,SUR-CAPB-LIQ,CN,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,1,46,0.46,Fatty acid CPO/PKO cascade,PKO-MY,p,indexed,proxy,pko,resolved,Fatty acid CPO/PKO cascade,pko
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,2,15,0.15,DMAPA ammonia proxy,NH3-NA,p,indexed,proxy,ammonia-na,resolved,DMAPA ammonia proxy,ammonia-na
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,3,8,0.08,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,4,4,0.04,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,5,13,0.13,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
SUR-CAPB-LIQ·NA,SUR-CAPB-LIQ,NA,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,1,46,0.46,Fatty acid CPO/PKO cascade,PKO-MY,p,indexed,proxy,pko,resolved,Fatty acid CPO/PKO cascade,pko
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,2,15,0.15,DMAPA ammonia proxy,NH3-APAC,p,indexed,proxy,ammonia-na,resolved,DMAPA ammonia proxy,ammonia-na
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,3,8,0.08,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,4,4,0.04,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,5,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
SUR-CAPB-LIQ·APAC,SUR-CAPB-LIQ,APAC,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,1,48,0.48,Linear alkylbenzene LAB,LAB-NWE,d,indexed,direct,lab-eu,resolved,Linear alkylbenzene LAB,lab-eu
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,2,18,0.18,Sulfuric acid H2SO4,H2SO4-NWE,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,3,7,0.07,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,5,5,0.05,HDPE drums packaging,HDPE-EU,d,indexed,direct,brent,resolved,HDPE drums packaging,brent
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,6,14,0.14,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
SUR-LABS-ACD·EU,SUR-LABS-ACD,EU,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,1,48,0.48,Linear alkylbenzene LAB,LAB-CN,d,indexed,direct,lab-apac,resolved,Linear alkylbenzene LAB,lab-apac
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,2,18,0.18,Sulfuric acid H2SO4,H2SO4-CN,d,indexed,direct,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,3,7,0.07,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,5,5,0.05,HDPE drums packaging,HDPE-CN,d,indexed,direct,brent,resolved,HDPE drums packaging,brent
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,6,14,0.14,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
SUR-LABS-ACD·CN,SUR-LABS-ACD,CN,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,1,48,0.48,Linear alkylbenzene LAB,LAB-NA,d,indexed,direct,lab-na,resolved,Linear alkylbenzene LAB,lab-na
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,2,18,0.18,Sulfuric acid H2SO4,H2SO4-NA,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,3,7,0.07,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,5,5,0.05,HDPE drums packaging,HDPE-NA,d,indexed,direct,hdpe-na,resolved,HDPE drums packaging,hdpe-na
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,6,14,0.14,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
SUR-LABS-ACD·NA,SUR-LABS-ACD,NA,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,1,48,0.48,Linear alkylbenzene LAB,LAB-ASIA,d,indexed,direct,lab-apac,resolved,Linear alkylbenzene LAB,lab-apac
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,2,18,0.18,Sulfuric acid H2SO4,H2SO4-ASIA,p,indexed,proxy,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,3,7,0.07,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,5,5,0.05,HDPE drums packaging,HDPE-ASIA,p,indexed,proxy,brent,resolved,HDPE drums packaging,brent
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,6,14,0.14,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
SUR-LABS-ACD·APAC,SUR-LABS-ACD,APAC,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,1,48,0.48,Linear alkylbenzene LAB,LAB-IN,d,indexed,direct,lab-in,resolved,Linear alkylbenzene LAB,lab-in
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,2,18,0.18,Sulfuric acid H2SO4,H2SO4-IN,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,3,7,0.07,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,5,5,0.05,HDPE drums packaging,HDPE-ASIA,p,indexed,proxy,brent,resolved,HDPE drums packaging,brent
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,6,14,0.14,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
SUR-LABS-ACD·IN,SUR-LABS-ACD,IN,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,1,48,0.48,Linear alkylbenzene LAB,LAB-ME,d,indexed,direct,lab-mea,resolved,Linear alkylbenzene LAB,lab-mea
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,2,18,0.18,Sulfuric acid H2SO4,H2SO4-MEA,p,indexed,proxy,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,3,7,0.07,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,5,5,0.05,HDPE drums packaging,HDPE-EU,p,indexed,proxy,brent,resolved,HDPE drums packaging,brent
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,6,14,0.14,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
SUR-LABS-ACD·MEA,SUR-LABS-ACD,MEA,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,1,48,0.48,Linear alkylbenzene LAB,LAB-ASIA,d,indexed,direct,lab-apac,resolved,Linear alkylbenzene LAB,lab-apac
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,2,18,0.18,Sulfuric acid H2SO4,H2SO4-NA,p,indexed,proxy,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,3,7,0.07,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,4,3,0.03,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,5,5,0.05,HDPE drums packaging,HDPE-NA,p,indexed,proxy,hdpe-na,resolved,HDPE drums packaging,hdpe-na
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,6,14,0.14,Fixed costs LCI,LCI-LA,d,indexed,direct,lci-la,resolved,Fixed costs LCI,lci-la
SUR-LABS-ACD·LA,SUR-LABS-ACD,LA,7,5,0.05,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-PWD·EU,SUR-LABS-PWD,EU,1,62,0.62,LABSA cascade,LAB-NWE,p,indexed,proxy,lab-eu,resolved,LABSA cascade,lab-eu
SUR-LABS-PWD·EU,SUR-LABS-PWD,EU,2,12,0.12,Industrial electricity spray dry,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity spray dry,elec-eu
SUR-LABS-PWD·EU,SUR-LABS-PWD,EU,3,5,0.05,HDPE bag packaging,HDPE-EU,d,indexed,direct,brent,resolved,HDPE bag packaging,brent
SUR-LABS-PWD·EU,SUR-LABS-PWD,EU,4,13,0.13,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
SUR-LABS-PWD·EU,SUR-LABS-PWD,EU,5,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-PWD·CN,SUR-LABS-PWD,CN,1,62,0.62,LABSA cascade,LAB-CN,p,indexed,proxy,lab-apac,resolved,LABSA cascade,lab-apac
SUR-LABS-PWD·CN,SUR-LABS-PWD,CN,2,12,0.12,Industrial electricity spray dry,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity spray dry,elec-cn
SUR-LABS-PWD·CN,SUR-LABS-PWD,CN,3,5,0.05,HDPE bag packaging,HDPE-CN,d,indexed,direct,brent,resolved,HDPE bag packaging,brent
SUR-LABS-PWD·CN,SUR-LABS-PWD,CN,4,13,0.13,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
SUR-LABS-PWD·CN,SUR-LABS-PWD,CN,5,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-PWD·NA,SUR-LABS-PWD,NA,1,62,0.62,LABSA cascade,LAB-NA,p,indexed,proxy,lab-na,resolved,LABSA cascade,lab-na
SUR-LABS-PWD·NA,SUR-LABS-PWD,NA,2,12,0.12,Industrial electricity spray dry,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity spray dry,elec-na
SUR-LABS-PWD·NA,SUR-LABS-PWD,NA,3,5,0.05,HDPE bag packaging,HDPE-NA,d,indexed,direct,hdpe-na,resolved,HDPE bag packaging,hdpe-na
SUR-LABS-PWD·NA,SUR-LABS-PWD,NA,4,13,0.13,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
SUR-LABS-PWD·NA,SUR-LABS-PWD,NA,5,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-PWD·APAC,SUR-LABS-PWD,APAC,1,62,0.62,LABSA cascade,LAB-ASIA,p,indexed,proxy,lab-apac,resolved,LABSA cascade,lab-apac
SUR-LABS-PWD·APAC,SUR-LABS-PWD,APAC,2,12,0.12,Industrial electricity spray dry,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity spray dry,elec-cn
SUR-LABS-PWD·APAC,SUR-LABS-PWD,APAC,3,5,0.05,HDPE bag packaging,HDPE-ASIA,p,indexed,proxy,brent,resolved,HDPE bag packaging,brent
SUR-LABS-PWD·APAC,SUR-LABS-PWD,APAC,4,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
SUR-LABS-PWD·APAC,SUR-LABS-PWD,APAC,5,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·EU,SUR-LABS-S30,EU,1,52,0.52,LABSA cascade,LAB-NWE,p,indexed,proxy,lab-eu,resolved,LABSA cascade,lab-eu
SUR-LABS-S30·EU,SUR-LABS-S30,EU,2,6,0.06,Caustic soda 50%,NAOH-NWE,d,indexed,direct,elec-eu,resolved,Caustic soda 50%,elec-eu
SUR-LABS-S30·EU,SUR-LABS-S30,EU,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·EU,SUR-LABS-S30,EU,4,5,0.05,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-S30·EU,SUR-LABS-S30,EU,5,14,0.14,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
SUR-LABS-S30·EU,SUR-LABS-S30,EU,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·CN,SUR-LABS-S30,CN,1,52,0.52,LABSA cascade,LAB-CN,p,indexed,proxy,lab-apac,resolved,LABSA cascade,lab-apac
SUR-LABS-S30·CN,SUR-LABS-S30,CN,2,6,0.06,Caustic soda 50%,NAOH-CN,d,indexed,direct,caustic-soda-cn,resolved,Caustic soda 50%,caustic-soda-cn
SUR-LABS-S30·CN,SUR-LABS-S30,CN,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·CN,SUR-LABS-S30,CN,4,5,0.05,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-LABS-S30·CN,SUR-LABS-S30,CN,5,14,0.14,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
SUR-LABS-S30·CN,SUR-LABS-S30,CN,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·NA,SUR-LABS-S30,NA,1,52,0.52,LABSA cascade,LAB-NA,p,indexed,proxy,lab-na,resolved,LABSA cascade,lab-na
SUR-LABS-S30·NA,SUR-LABS-S30,NA,2,6,0.06,Caustic soda 50%,NAOH-NA,d,indexed,direct,caustic-soda-na,resolved,Caustic soda 50%,caustic-soda-na
SUR-LABS-S30·NA,SUR-LABS-S30,NA,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·NA,SUR-LABS-S30,NA,4,5,0.05,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
SUR-LABS-S30·NA,SUR-LABS-S30,NA,5,14,0.14,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
SUR-LABS-S30·NA,SUR-LABS-S30,NA,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,1,52,0.52,LABSA cascade,LAB-ASIA,p,indexed,proxy,lab-apac,resolved,LABSA cascade,lab-apac
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,2,6,0.06,Caustic soda 50%,NAOH-ASIA,p,indexed,proxy,caustic-soda-cn,resolved,Caustic soda 50%,caustic-soda-cn
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,4,5,0.05,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,5,14,0.14,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
SUR-LABS-S30·APAC,SUR-LABS-S30,APAC,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·IN,SUR-LABS-S30,IN,1,52,0.52,LABSA cascade,LAB-IN,p,indexed,proxy,lab-in,resolved,LABSA cascade,lab-in
SUR-LABS-S30·IN,SUR-LABS-S30,IN,2,6,0.06,Caustic soda 50%,NAOH-IN,p,indexed,proxy,elec-in,resolved,Caustic soda 50%,elec-in
SUR-LABS-S30·IN,SUR-LABS-S30,IN,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·IN,SUR-LABS-S30,IN,4,5,0.05,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
SUR-LABS-S30·IN,SUR-LABS-S30,IN,5,14,0.14,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
SUR-LABS-S30·IN,SUR-LABS-S30,IN,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,1,52,0.52,LABSA cascade,LAB-ME,p,indexed,proxy,lab-mea,resolved,LABSA cascade,lab-mea
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,2,6,0.06,Caustic soda 50%,NAOH-ASIA,p,indexed,proxy,caustic-soda-cn,resolved,Caustic soda 50%,caustic-soda-cn
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,4,5,0.05,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,5,14,0.14,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
SUR-LABS-S30·MEA,SUR-LABS-S30,MEA,6,7,0.07,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
SUR-LABS-S30·LA,SUR-LABS-S30,LA,1,52,0.52,LABSA cascade,LAB-ASIA,p,indexed,proxy,lab-apac,resolved,LABSA cascade,lab-apac
SUR-LABS-S30·LA,SUR-LABS-S30,LA,2,6,0.06,Caustic soda 50%,NAOH-ASIA,p,indexed,proxy,caustic-soda-cn,resolved,Caustic soda 50%,caustic-soda-cn
SUR-LABS-S30·LA,SUR-LABS-S30,LA,3,16,0.16,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
SUR-LABS-S30·LA,SUR-LABS-S30,LA,4,5,0.05,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
SUR-LABS-S30·LA,SUR-LABS-S30,LA,5,14,0.14,Fixed costs LCI,LCI-LA,d,indexed,direct,lci-la,resolved,Fixed costs LCI,lci-la
